ID Vigilante,Horario preferencia 6 a.m - 2 p.m,Horario preferencia 2 p.m - 10 p.m,Horario preferencia 10 p.m - 6 a.m,Sitio Esperado,D. Sitio 1,D. Sitio 2,D. Sitio 3,D. Sitio 4,D. Sitio 5,D. Sitio 6,D. Sitio 7,D. Sitio 8,D. Sitio 9,D. Sitio 10,D. Sitio 11,D. Sitio 12,D. Sitio 13,D. Sitio 14,D. Sitio 15,D. Sitio 16,D. Sitio 17,D. Sitio 18,D. Sitio 19,D. Sitio 20,D. Sitio 21,D. Sitio 22,D. Sitio 23,D. Sitio 24,D. Sitio 25,D. Sitio 26,D. Sitio 27,D. Sitio 28,D. Sitio 29,D. Sitio 30,D. Sitio 31,D. Sitio 32,D. Sitio 33,D. Sitio 34,D. Sitio 35,D. Sitio 36,D. Sitio 37,D. Sitio 38,D. Sitio 39,D. Sitio 40,D. Sitio 41,D. Sitio 42,D. Sitio 43,D. Sitio 44,D. Sitio 45,D. Sitio 46,D. Sitio 47,D. Sitio 48,D. Sitio 49,D. Sitio 50,D. Sitio 51,D. Sitio 52,D. Sitio 53,D. Sitio 54,D. Sitio 55,D. Sitio 56,D. Sitio 57,D. Sitio 58,D. Sitio 59,D. Sitio 60,D. Sitio 61,D. Sitio 62,D. Sitio 63,D. Sitio 64,D. Sitio 65,D. Sitio 66,D. Sitio 67,D. Sitio 68,D. Sitio 69,D. Sitio 70,D. Sitio 71,D. Sitio 72,D. Sitio 73,D. Sitio 74,D. Sitio 75,D. Sitio 76,D. Sitio 77,D. Sitio 78,D. Sitio 79,D. Sitio 80,D. Sitio 81,D. Sitio 82,D. Sitio 83,D. Sitio 84,D. Sitio 85,D. Sitio 86,D. Sitio 87,D. Sitio 88,D. Sitio 89,D. Sitio 90,D. Sitio 91,D. Sitio 92,D. Sitio 93,D. Sitio 94,D. Sitio 95,D. Sitio 96,D. Sitio 97,D. Sitio 98,D. Sitio 99,D. Sitio 100,D. Sitio 101,D. Sitio 102,D. Sitio 103,D. Sitio 104,D. Sitio 105,D. Sitio 106,D. Sitio 107,D. Sitio 108,D. Sitio 109,D. Sitio 110,D. Sitio 111,D. Sitio 112,D. Sitio 113,D. Sitio 114,D. Sitio 115,D. Sitio 116,D. Sitio 117,D. Sitio 118,D. Sitio 119,D. Sitio 120,D. Sitio 121,D. Sitio 122,D. Sitio 123,D. Sitio 124,D. Sitio 125
192,1,3,3,2,98,52,96,8,44,45,78,3,99,42,62,72,61,83,82,93,56,40,23,56,35,66,92,52,79,47,33,1,32,36,85,9,89,64,75,57,1,15,80,78,36,60,24,23,73,27,51,7,76,94,61,38,44,11,0,51,87,46,93,82,67,47,99,8,93,18,55,98,26,70,70,1,60,57,16,25,95,28,90,76,71,4,3,6,14,70,86,94,84,90,71,22,20,2,15,8,97,34,33,41,73,36,3,95,16,64,96,82,19,86,19,22,31,69,72,75,23,37,30,3,71,88,95,32,48
193,0,1,0,0,75,58,12,29,99,51,95,15,3,61,7,20,84,92,9,42,61,93,18,24,74,69,33,80,82,69,82,8,1,58,31,69,24,26,21,91,6,4,63,95,0,18,51,28,68,88,94,4,84,2,54,48,62,2,17,53,22,36,11,83,66,64,18,5,56,17,82,11,28,38,100,31,15,89,35,83,77,17,80,75,37,98,89,17,92,70,62,77,4,21,63,57,85,36,0,24,65,27,71,76,35,78,24,43,28,44,18,85,55,70,78,71,100,75,97,30,91,70,16,84,54,76,32,20,85
194,1,1,0,2,41,37,10,100,78,100,63,92,37,10,37,96,64,71,78,76,15,39,21,91,31,7,67,68,15,47,68,32,53,28,48,23,71,81,43,99,48,2,99,42,36,20,35,35,8,42,10,65,87,39,36,13,84,99,58,29,0,44,31,73,7,21,77,28,56,73,7,23,50,96,6,59,100,62,47,1,41,56,43,16,68,49,71,33,74,93,98,43,13,85,44,7,0,87,47,20,15,1,18,94,73,28,46,62,84,20,74,87,91,24,54,82,54,78,15,45,20,75,51,17,14,76,64,12,15
195,2,3,3,0,66,44,91,20,5,5,98,57,28,51,18,83,17,24,91,5,84,27,30,21,37,17,37,15,2,31,5,18,57,67,12,77,62,46,99,4,13,38,36,8,60,24,24,80,61,89,13,87,41,47,20,45,1,4,33,68,50,21,82,19,8,65,3,70,57,67,60,100,12,80,42,37,31,29,62,86,66,3,35,38,67,3,33,89,100,46,36,53,45,5,100,8,100,37,98,81,6,77,71,74,32,99,75,78,37,36,100,79,91,60,36,29,73,82,19,92,10,70,77,2,14,46,95,12,31
196,0,3,1,0,76,33,97,49,58,71,14,95,64,37,93,21,91,96,24,98,31,51,9,96,26,76,67,28,73,39,95,21,40,60,6,54,61,95,62,2,56,72,97,48,95,76,98,28,45,44,63,11,53,95,47,74,30,35,54,90,81,63,39,70,65,32,25,60,34,83,3,32,4,94,26,2,63,37,27,0,72,7,12,10,89,71,84,9,66,31,27,73,82,89,13,38,72,47,95,35,68,34,97,47,63,72,11,6,55,63,91,31,74,12,88,43,63,54,80,6,4,19,87,18,89,49,44,11,19
197,1,2,2,0,44,51,78,10,40,11,3,7,39,51,77,21,72,81,32,99,36,22,87,4,98,18,19,11,57,37,48,17,81,66,79,68,25,54,34,26,33,5,5,15,23,3,95,76,81,83,55,71,57,84,72,100,64,62,27,11,31,70,17,23,84,100,63,95,94,48,37,88,10,56,9,7,81,17,97,28,89,23,72,94,91,63,34,29,90,91,55,70,32,26,17,68,94,57,54,93,58,36,11,8,67,93,99,89,61,9,73,64,90,51,72,49,11,79,53,95,51,91,48,69,0,81,7,96,50
198,2,2,3,0,9,6,83,81,21,92,58,25,22,37,46,68,78,96,67,16,100,45,42,80,21,1,43,19,51,81,46,19,22,57,25,44,79,26,76,57,55,61,13,87,31,17,25,4,19,52,60,54,25,81,8,89,1,53,44,4,7,0,58,93,32,28,94,62,22,1,7,38,18,19,1,89,49,36,91,88,1,46,98,24,52,7,90,55,60,51,79,10,21,33,4,1,58,33,56,35,27,8,39,70,0,62,67,70,20,67,80,78,29,85,13,42,43,39,24,32,2,57,83,67,96,60,62,99,21
199,2,2,2,3,100,28,8,41,65,50,27,85,77,61,45,35,52,74,39,78,12,23,63,66,69,17,80,60,0,3,41,85,20,83,65,79,15,92,10,66,44,35,42,18,24,83,69,28,28,25,28,1,22,75,6,30,65,56,54,13,87,23,60,76,16,99,29,49,32,90,43,59,87,56,26,10,76,21,32,3,21,63,17,25,70,95,11,22,35,31,81,6,27,10,35,64,76,37,67,68,8,92,51,14,56,53,63,19,58,37,68,57,22,74,89,0,68,99,20,26,43,87,20,33,58,59,82,13,70
200,1,0,3,1,94,38,4,88,25,68,56,70,49,5,43,9,56,22,35,98,31,66,16,5,98,79,100,100,91,30,21,72,41,20,27,74,70,30,76,37,14,4,62,7,81,67,100,67,20,2,86,2,85,28,32,11,42,2,21,66,38,25,52,44,4,1,24,3,57,9,6,9,39,30,16,2,63,24,7,97,6,49,52,17,41,45,51,48,96,34,100,69,50,44,69,95,57,49,98,81,18,82,13,69,55,86,25,67,96,63,96,16,68,70,98,10,100,71,1,28,84,25,58,26,6,64,15,34,41
201,3,2,2,3,19,94,19,92,92,20,16,74,51,75,48,65,9,77,44,97,96,55,6,13,36,11,72,0,60,94,71,74,18,4,9,81,74,100,49,80,69,73,84,97,24,85,31,39,25,64,20,27,16,77,99,93,18,2,73,82,78,73,1,7,91,85,2,76,75,83,37,89,99,73,45,34,28,70,81,79,9,49,61,13,49,97,19,82,56,24,79,77,24,40,0,26,79,71,52,16,88,58,88,50,62,30,40,65,8,84,83,6,34,44,18,40,90,14,85,47,50,52,61,33,29,87,32,3,88
202,0,2,0,3,29,25,92,54,19,92,43,1,41,100,8,54,79,86,23,64,91,57,38,72,16,17,45,69,83,48,61,75,85,38,68,20,44,95,34,52,69,16,71,59,97,69,59,64,100,10,83,32,93,60,38,95,15,60,23,42,40,59,56,5,26,95,54,62,60,71,35,65,56,38,48,12,45,58,95,14,99,44,51,5,80,95,75,14,81,35,20,96,84,71,13,91,53,73,8,75,57,46,31,44,60,59,76,70,36,10,79,91,71,75,51,31,100,82,94,27,64,58,36,54,38,53,51,33,19
203,2,3,3,3,19,32,55,39,14,43,65,6,39,93,20,79,90,26,37,52,8,4,54,74,2,79,85,74,67,15,73,90,24,56,85,77,74,12,65,40,80,14,3,61,8,77,20,78,52,91,84,38,100,89,12,72,3,27,81,69,2,71,67,85,82,8,42,13,58,71,61,7,21,70,3,65,88,8,82,51,60,22,31,64,0,17,12,100,47,78,35,29,93,68,9,91,79,29,38,44,37,35,19,23,52,51,100,32,61,70,50,47,21,15,5,25,27,73,18,78,96,87,43,40,31,81,13,75,11
204,0,0,3,3,22,66,15,47,10,74,80,20,54,20,39,78,74,21,55,100,24,41,0,88,91,42,82,9,92,6,29,21,38,32,81,9,4,45,98,4,1,30,71,65,63,82,20,90,69,5,34,64,0,51,9,71,19,58,39,86,2,64,82,39,64,65,74,10,96,76,72,85,41,97,6,46,11,0,10,67,38,79,20,6,51,35,90,49,14,70,20,98,35,19,14,36,86,31,86,92,30,0,33,33,54,90,67,10,13,52,69,66,0,72,45,58,41,89,95,54,28,51,98,94,82,82,93,75,52
205,2,0,1,3,70,10,94,17,57,18,99,79,65,8,11,27,75,87,41,13,56,7,53,77,29,90,62,16,21,77,30,44,4,18,9,37,12,67,84,63,44,74,28,44,87,47,11,94,83,75,24,46,34,90,5,93,68,76,68,23,85,10,5,26,81,82,7,77,8,7,92,99,15,23,74,52,28,70,77,81,80,75,64,46,26,1,91,97,0,96,51,4,4,48,39,31,42,85,95,52,81,45,28,94,47,81,56,83,55,15,12,5,99,82,100,45,29,15,22,81,8,41,94,47,38,51,42,53,67
206,2,1,2,1,28,72,10,85,51,99,65,59,63,89,29,33,82,8,91,100,97,42,28,78,93,79,47,20,13,5,33,73,3,35,48,9,24,38,98,0,90,79,43,49,37,67,21,58,2,52,29,86,31,50,9,68,65,5,87,17,78,94,18,42,86,61,18,96,24,76,24,99,72,65,36,54,32,63,90,65,53,33,0,100,52,50,29,59,73,95,45,6,4,57,19,97,1,0,26,99,2,29,44,16,31,67,65,61,39,81,34,72,36,22,74,88,31,31,29,63,0,42,65,59,90,19,85,13,47
207,3,2,0,3,87,59,2,18,79,73,21,91,14,67,71,4,45,17,41,95,94,70,34,69,94,77,43,34,38,78,56,11,86,95,82,45,97,81,30,15,57,89,19,74,17,20,52,27,84,53,54,61,59,39,68,70,62,4,25,55,73,85,13,70,66,76,16,82,73,46,41,49,6,72,5,73,79,74,63,6,63,90,63,5,3,83,67,78,55,6,54,73,58,69,98,29,60,6,93,18,35,12,37,35,43,22,9,6,22,63,99,42,58,59,12,31,90,82,7,46,27,71,93,74,84,10,24,96,40
208,3,2,0,0,20,34,30,63,2,50,39,14,41,21,69,15,22,87,9,30,22,86,72,68,28,32,71,73,11,37,55,74,78,49,100,3,38,75,16,30,6,45,39,64,10,55,20,96,15,89,47,8,61,46,15,87,59,33,56,26,83,13,11,18,86,69,92,86,100,56,12,16,7,71,89,22,95,99,89,28,68,88,80,56,55,17,48,95,99,84,36,86,50,91,53,23,53,56,59,27,2,54,61,79,77,73,83,90,2,76,29,51,98,63,6,7,16,23,49,79,71,77,45,53,92,19,25,93,11
209,1,1,2,2,36,35,87,22,80,2,31,68,57,78,82,33,81,10,28,8,35,97,80,26,30,57,24,61,10,29,83,12,51,54,81,20,32,25,76,15,9,49,24,2,11,93,89,26,51,66,23,80,100,98,56,89,7,86,67,3,17,70,83,3,77,56,46,19,54,26,64,10,1,16,44,73,90,16,75,88,59,69,96,75,66,89,63,71,3,95,39,58,9,4,65,35,87,61,39,9,94,94,53,83,0,98,27,85,86,40,0,46,76,90,52,32,79,75,26,88,50,39,40,26,87,57,25,72,78
210,2,1,2,2,57,22,66,83,18,28,1,22,47,35,38,64,65,82,59,88,86,100,4,11,29,11,34,49,60,98,89,81,40,94,79,18,8,85,22,27,6,22,32,93,100,38,22,71,67,8,42,11,98,55,8,30,91,73,15,38,95,44,27,43,73,82,61,55,62,97,94,100,9,2,76,89,47,4,86,32,13,64,84,71,68,23,86,91,1,85,32,30,29,81,4,56,75,21,41,89,97,7,39,20,26,10,67,75,24,91,52,22,87,33,3,43,82,46,5,94,35,36,65,39,62,34,89,79,31
211,1,3,2,3,46,47,63,87,50,16,97,56,53,72,10,53,75,95,52,44,0,17,74,85,51,19,82,23,42,4,54,30,74,62,35,21,37,89,61,93,71,90,67,100,100,31,24,94,90,62,66,57,89,99,32,60,33,24,93,17,78,56,60,76,56,13,27,91,57,22,61,50,75,17,98,51,77,96,78,15,76,23,36,57,14,96,26,59,37,32,13,52,1,49,80,75,10,90,50,49,62,44,34,78,94,7,43,58,96,83,83,59,4,74,52,28,100,1,73,64,99,12,53,70,8,91,3,68,47
212,1,3,1,2,3,72,23,45,3,70,68,67,36,3,30,99,14,98,100,82,55,96,76,3,51,33,83,66,64,60,43,9,97,7,79,96,48,32,97,14,27,56,100,16,58,80,69,31,17,38,50,9,48,26,2,67,81,58,69,46,33,68,13,19,43,78,21,0,91,36,96,70,34,29,30,67,80,44,63,44,77,2,90,43,63,68,81,36,44,30,98,36,59,91,33,43,37,37,36,33,20,46,66,86,96,83,50,90,81,87,46,100,77,74,50,46,60,49,68,5,37,9,0,56,78,70,46,89,61
213,1,3,1,1,90,72,41,8,51,73,53,97,79,14,85,37,16,25,53,72,98,88,99,43,88,35,79,18,63,99,51,10,58,68,69,62,2,24,82,15,96,84,43,21,84,75,83,34,21,79,4,3,51,10,62,70,76,66,80,87,15,63,24,33,30,42,92,64,52,16,27,4,83,34,97,58,22,94,98,43,65,14,99,32,45,82,82,30,20,90,55,27,91,67,55,41,16,62,28,97,37,38,50,14,96,81,23,87,1,15,16,21,58,35,50,65,12,68,74,21,48,42,56,56,13,71,60,98,63
214,3,3,0,1,47,0,42,77,31,71,89,76,29,14,94,23,56,98,20,13,71,9,81,3,62,62,86,62,8,84,74,13,73,24,73,6,52,42,19,83,42,81,18,81,29,27,77,32,40,13,71,35,49,81,28,52,24,65,97,56,17,20,98,80,75,78,48,73,35,38,33,86,67,39,16,61,26,51,71,90,51,43,37,22,91,50,15,78,60,69,90,84,61,2,42,8,92,3,93,63,16,40,31,97,94,15,2,56,91,38,92,0,18,19,31,95,98,10,62,29,13,32,96,55,11,61,73,65,2
215,3,0,0,0,6,93,21,27,15,1,26,44,1,45,15,60,84,73,37,66,11,65,14,61,22,4,44,58,83,26,59,85,87,30,80,31,81,28,42,50,88,99,40,21,77,100,84,10,57,89,14,45,56,65,42,70,72,36,59,32,76,34,83,77,57,3,24,85,43,35,100,56,62,38,79,44,37,67,1,8,27,54,52,21,54,51,33,94,23,69,34,94,60,64,96,24,2,37,0,59,90,15,99,57,18,99,75,31,53,18,75,72,41,76,19,62,100,53,11,22,87,99,66,14,31,37,62,96,39
216,2,1,0,0,0,66,99,1,65,75,57,88,12,53,80,45,49,38,48,81,29,51,48,91,37,6,94,87,40,43,83,45,86,71,51,72,85,100,99,2,88,69,70,68,98,14,23,29,96,10,79,67,25,7,98,44,67,13,55,43,58,41,87,40,53,83,30,83,10,52,74,5,13,17,51,49,35,7,62,86,16,80,59,71,91,0,82,17,71,36,63,70,17,96,69,95,64,80,96,22,55,84,46,6,13,59,7,77,48,18,24,91,42,71,26,73,62,1,65,71,50,16,70,73,32,16,88,87,49
217,1,3,0,2,21,44,25,72,16,91,22,47,25,31,28,83,74,96,9,16,43,71,64,75,9,68,40,74,40,91,87,50,45,91,26,66,63,89,13,43,34,62,45,14,21,1,61,63,92,21,71,67,24,21,52,26,51,23,4,97,8,6,43,40,0,33,36,14,62,85,6,94,50,91,17,73,45,60,62,22,63,12,88,42,65,29,89,46,86,88,42,82,26,64,47,14,48,34,82,12,33,11,42,49,94,54,64,82,80,34,70,78,99,8,50,35,4,68,76,65,14,66,4,83,13,57,38,89,45
218,0,0,3,1,3,35,24,98,68,42,35,59,69,34,18,80,65,8,31,8,45,21,57,3,12,99,29,96,82,6,79,55,35,12,41,64,18,59,66,7,46,98,69,53,81,55,16,32,62,45,9,52,39,9,96,2,58,17,90,68,63,53,37,7,99,71,62,52,1,6,38,79,1,51,26,32,0,86,13,0,17,39,23,8,65,90,73,47,40,7,58,17,26,52,54,92,3,53,47,1,32,71,0,60,50,94,84,92,35,42,26,90,34,79,64,100,36,90,96,26,77,81,9,21,9,37,96,90,34
219,3,0,0,0,8,37,70,9,11,54,91,54,99,58,99,58,21,81,66,46,15,79,39,57,98,81,68,52,72,32,77,36,49,71,36,23,29,88,46,28,44,81,51,35,52,30,85,52,2,42,36,55,80,28,57,27,79,5,42,33,48,78,29,98,93,51,91,6,18,15,30,86,91,93,11,5,81,75,76,23,31,64,90,54,36,94,28,89,87,92,87,68,73,77,66,24,31,22,56,75,98,21,89,91,32,90,42,27,28,11,57,38,77,47,75,4,2,25,65,93,50,37,87,57,63,67,22,85,9
220,1,1,1,3,95,27,40,29,11,25,58,48,72,21,90,9,49,48,55,56,36,99,99,36,66,42,55,26,41,17,93,8,47,51,55,42,16,40,99,57,51,17,91,47,29,90,26,88,0,1,7,2,39,99,2,61,31,16,45,31,100,34,32,40,2,100,6,84,99,97,76,51,53,75,87,38,80,53,14,39,14,23,85,91,13,92,30,25,28,70,77,100,42,0,50,36,28,25,83,44,57,13,91,66,71,27,27,48,28,84,53,16,41,0,72,80,81,84,36,65,88,93,80,5,5,16,74,97,68
221,1,0,2,3,80,5,37,74,69,20,54,30,76,22,91,64,29,66,60,61,43,9,60,16,30,52,42,10,50,76,72,95,56,46,88,58,28,17,96,13,81,95,23,45,50,3,68,87,32,80,99,15,75,92,95,51,33,26,24,87,19,99,88,88,34,65,76,7,26,37,99,96,11,92,60,92,89,44,71,82,54,16,62,35,65,71,90,32,48,58,13,18,97,15,14,79,15,84,39,10,22,54,58,74,81,30,97,97,38,94,8,7,6,55,67,64,82,3,23,7,74,24,7,12,90,76,0,25,2
222,1,3,0,2,4,76,49,4,15,21,77,24,10,83,94,21,87,3,72,27,19,32,86,1,54,62,36,67,85,12,93,63,99,18,36,28,15,51,6,13,1,87,31,98,97,30,49,17,55,67,94,69,36,30,10,42,79,7,99,6,95,68,17,62,38,87,39,73,95,55,99,38,35,37,50,81,61,71,76,40,23,76,60,76,28,63,41,78,73,15,90,86,67,88,58,37,92,85,53,8,27,53,23,94,48,74,50,3,50,16,41,41,20,92,9,87,70,68,21,67,29,37,53,27,4,58,1,12,84
223,2,3,2,3,52,65,55,76,17,63,8,91,50,27,40,32,100,51,82,12,32,82,21,54,79,66,56,4,18,60,78,49,95,80,87,54,25,80,6,84,86,78,97,40,91,60,48,95,97,38,4,8,62,10,40,7,74,92,89,87,41,22,87,91,84,27,2,100,90,49,1,46,30,84,27,85,50,57,50,9,57,16,38,46,50,66,69,50,65,48,100,14,56,38,14,4,70,62,14,32,28,83,42,93,44,44,3,55,96,64,82,34,57,40,23,61,84,47,60,55,96,65,31,12,80,87,27,31,21
224,1,2,0,0,0,64,78,21,24,33,80,9,59,94,93,91,58,67,72,97,74,33,56,59,98,50,66,43,77,57,98,95,81,41,94,77,22,68,34,55,18,21,64,30,22,46,65,52,38,40,89,88,79,5,83,28,69,40,71,39,79,10,69,21,14,85,55,54,22,21,48,1,49,18,57,93,81,74,21,11,58,70,71,91,94,45,40,19,38,2,85,23,68,54,92,6,50,91,93,40,27,82,2,84,72,16,77,22,1,70,97,37,2,26,85,64,1,85,89,93,50,45,33,30,94,24,18,62,58
225,1,1,2,2,39,62,30,45,58,69,43,62,25,69,6,16,8,3,89,30,39,23,94,15,28,12,8,65,13,37,54,62,62,97,43,4,38,32,88,68,7,80,33,42,72,99,56,83,16,11,56,73,100,17,87,14,73,100,32,95,44,51,81,0,91,25,98,69,0,46,39,39,1,82,39,37,59,26,94,96,35,63,68,38,96,24,73,21,24,52,15,45,59,65,30,12,33,88,8,29,16,39,3,89,69,59,20,52,83,24,94,65,91,28,87,61,46,33,36,94,32,0,39,29,72,7,0,66,47
226,2,1,3,3,58,76,73,21,21,48,55,10,29,42,79,78,66,66,66,78,7,60,3,86,74,97,60,52,49,48,22,71,67,44,98,63,100,91,57,84,82,53,84,93,29,27,7,84,62,92,71,73,66,20,8,12,91,58,41,34,16,1,72,40,20,70,38,62,52,90,41,26,0,29,32,36,58,33,87,93,13,1,55,83,21,25,46,15,80,96,3,81,19,48,13,4,82,48,81,81,48,79,45,67,33,97,60,99,83,89,0,24,100,23,92,37,7,36,89,49,89,100,33,80,78,80,0,75,25
227,1,0,3,2,42,33,42,71,10,74,97,55,41,75,55,32,96,90,63,24,75,57,54,13,78,71,42,20,8,1,8,51,40,28,84,20,41,21,53,0,80,66,57,6,100,77,65,81,8,12,76,23,76,23,64,78,64,36,56,96,43,43,56,78,84,17,99,69,72,71,80,2,2,54,97,88,65,47,30,21,66,41,79,47,86,63,43,17,14,22,36,100,82,44,73,44,90,66,81,7,60,15,20,21,92,14,90,66,77,59,85,11,84,12,12,96,50,15,70,21,60,66,61,62,59,94,33,84,26
228,1,0,3,3,83,15,89,1,78,90,91,47,73,16,71,93,9,28,19,30,67,40,77,65,82,98,38,38,0,10,31,65,58,20,44,68,20,39,38,31,20,49,47,10,45,77,66,68,99,25,64,29,36,34,8,70,94,55,29,0,78,40,49,29,10,15,61,10,82,92,52,41,19,62,66,72,60,37,74,67,36,32,65,94,19,33,3,74,68,41,43,70,43,100,13,96,57,15,59,9,39,58,39,90,69,31,40,27,66,70,51,74,5,100,1,50,0,52,81,17,84,55,96,83,13,98,98,38,23
229,1,1,2,2,84,84,93,16,19,31,33,14,62,3,30,15,23,61,71,0,65,79,56,76,93,20,59,84,11,50,84,95,99,47,88,35,10,17,70,11,93,59,58,54,80,22,34,83,78,63,81,4,35,57,2,50,2,52,17,74,5,36,69,29,94,11,39,31,86,48,3,34,63,41,87,51,88,4,69,77,54,41,67,11,62,96,3,69,28,26,98,3,9,66,72,59,94,72,23,31,62,76,79,0,39,69,57,79,65,31,74,21,91,98,34,61,15,37,21,75,29,71,35,33,74,39,33,65,24
230,0,1,0,2,22,95,91,87,79,21,77,94,59,63,21,10,14,93,98,65,73,34,95,88,81,83,1,14,59,61,57,98,40,69,64,33,3,55,18,7,36,84,54,92,52,23,44,56,17,69,68,75,45,98,35,71,43,95,38,69,93,58,74,44,38,64,37,34,85,70,21,36,5,47,87,22,45,10,24,0,29,7,40,32,98,36,83,54,52,20,90,80,22,95,47,90,0,2,90,36,47,13,86,23,27,89,33,13,39,45,45,17,5,69,36,32,84,24,34,3,51,62,25,52,60,17,51,11,18
231,3,1,3,1,61,58,34,49,32,56,85,3,52,20,76,72,67,54,23,96,48,91,71,43,5,51,30,6,9,92,52,48,44,18,22,14,11,68,52,65,10,74,2,43,72,8,56,58,2,8,15,66,91,85,34,99,39,84,2,65,34,57,70,8,72,40,17,64,80,64,56,24,86,53,32,53,12,81,85,79,79,58,80,16,31,40,28,89,55,44,13,94,79,35,20,72,75,70,25,63,19,54,80,8,63,58,59,4,14,17,35,17,100,17,57,15,19,67,50,44,82,20,30,97,51,44,87,90,5
232,0,0,0,2,49,18,94,95,23,67,56,99,10,83,26,99,81,47,40,80,39,83,43,53,85,95,38,83,55,97,48,58,83,24,37,16,34,37,97,50,29,20,4,11,81,90,44,67,96,52,13,42,40,81,51,26,79,29,63,5,59,91,17,24,39,98,47,89,80,90,86,45,99,74,11,21,13,44,20,34,47,86,10,3,33,98,60,45,56,11,93,69,73,61,40,5,98,41,91,7,8,41,62,7,73,45,23,20,79,60,46,96,59,29,69,7,1,93,75,92,60,94,0,20,14,22,70,84,16
233,0,1,1,2,85,56,82,0,84,94,58,63,20,30,29,63,81,35,30,94,98,38,59,13,63,50,9,47,14,56,100,93,56,59,78,46,44,38,77,60,37,19,10,60,85,33,83,78,65,89,23,29,99,67,51,69,47,86,44,78,22,92,27,76,22,91,44,49,96,43,24,93,52,40,30,92,35,4,3,54,25,99,37,80,60,15,55,40,56,35,80,49,92,7,87,47,21,19,99,68,64,68,70,97,56,53,95,100,99,6,22,33,8,26,4,6,14,14,20,74,93,74,63,73,87,24,11,55,89
234,3,0,2,0,52,10,4,67,54,30,100,39,77,46,72,82,77,20,52,84,48,76,50,29,87,80,11,36,6,89,36,92,50,54,52,46,87,37,32,44,1,39,49,34,95,19,35,36,63,83,35,14,61,63,9,43,20,59,85,46,48,19,72,64,39,54,71,82,60,80,95,25,23,63,100,84,28,17,30,13,74,9,75,76,91,9,33,7,77,3,51,58,67,86,47,34,6,85,5,50,62,1,61,47,13,91,59,75,81,14,82,60,62,51,50,91,38,69,67,43,39,19,58,95,39,48,13,96,18
235,2,3,0,3,60,93,33,4,56,42,70,28,5,31,79,40,64,75,45,8,55,80,54,71,35,55,60,36,46,22,40,11,13,57,46,95,2,60,33,81,52,64,45,76,5,23,81,95,37,46,43,82,13,87,72,84,89,100,71,63,29,95,40,33,48,56,60,92,62,55,69,65,51,35,33,86,95,37,24,49,8,83,76,33,63,32,28,8,58,37,35,22,93,91,16,95,35,45,23,2,63,40,76,77,54,98,94,86,41,48,62,15,89,46,71,71,25,71,72,88,84,59,36,83,84,6,43,82,39
236,3,2,2,0,78,85,46,16,38,23,68,78,67,19,71,44,57,47,18,19,87,58,33,65,79,32,0,89,17,28,11,51,60,90,79,59,54,65,22,64,47,88,31,17,100,33,18,25,58,45,71,80,40,14,50,71,51,21,42,93,68,5,3,0,53,5,21,12,36,38,5,95,76,47,23,54,7,84,53,89,84,45,58,99,2,7,93,95,78,31,22,73,21,53,79,39,78,58,48,66,11,87,13,56,12,30,91,47,75,88,82,90,56,36,74,23,76,56,51,45,59,46,69,34,60,92,49,75,84
237,2,1,3,0,50,46,63,53,87,41,59,85,86,66,87,60,16,84,4,84,42,26,48,51,38,1,84,21,78,17,2,77,55,79,94,92,61,0,5,39,32,12,73,44,94,36,29,12,25,11,29,18,27,16,1,22,0,73,95,94,88,15,30,48,47,24,32,4,45,31,52,19,25,2,6,25,67,40,50,93,45,48,4,25,53,72,61,75,28,71,35,45,32,73,44,93,3,74,17,51,60,29,82,66,90,31,55,75,85,80,77,11,15,25,95,82,87,0,2,25,47,0,5,65,88,92,10,81,58
238,0,2,3,1,42,40,33,57,62,81,40,73,19,84,20,11,45,23,70,27,53,94,16,53,32,70,67,48,78,16,71,75,72,16,89,89,6,65,93,80,10,91,32,46,17,15,42,56,65,47,6,13,2,34,59,96,72,4,64,88,75,83,64,15,97,30,53,37,98,88,36,17,40,81,23,88,2,21,65,13,62,10,85,24,53,63,80,77,30,11,21,24,58,58,77,56,68,7,4,23,28,34,27,43,23,17,94,55,60,26,21,64,15,19,84,44,66,15,34,86,59,29,82,29,94,38,59,10,98
239,1,2,0,1,52,31,10,58,6,84,0,6,72,72,4,76,12,29,55,62,15,40,75,53,41,68,19,72,79,60,38,36,20,87,99,62,73,1,83,94,85,90,95,6,62,59,95,34,31,72,18,13,88,91,92,37,33,38,12,25,56,24,59,64,67,15,78,92,81,7,78,35,6,82,32,30,14,90,43,98,53,77,80,8,4,40,10,39,49,32,24,34,39,32,59,77,64,38,74,10,51,43,11,81,4,39,75,37,17,23,5,35,72,93,10,17,94,50,90,17,99,21,9,32,100,88,80,13,27
240,2,2,1,1,22,1,84,97,7,10,31,1,83,75,12,99,59,80,26,96,46,12,76,20,22,4,32,69,31,97,18,29,37,65,30,78,35,26,84,3,39,82,31,34,58,29,27,21,60,46,21,97,87,98,50,24,8,65,71,39,85,58,52,79,50,86,17,47,47,8,0,20,20,70,36,13,8,11,12,30,59,10,78,36,34,10,53,59,55,79,2,71,2,75,51,34,64,28,78,78,19,76,41,24,25,51,97,18,36,23,92,55,89,38,47,98,55,77,76,35,52,12,94,89,43,61,37,85,79
